time_s,d1_true,d1_pred,d2_true,d2_pred,d3_true,d3_pred,d4_true,d4_pred,pitch_true,pitch_pred,roll_true,roll_pred,d_mean_true,d_mean_pred
1.32421875,6.653712272644043,6.509084224700928,6.901594161987305,6.669818878173828,5.878533840179443,5.7827911376953125,5.805356502532959,5.775331497192383,2.9802322387695312e-08,-0.33276426792144775,-2.0439999103546143,-1.93097984790802,6.3097991943359375,6.184256434440613
1.34375,6.566828727722168,6.518218994140625,6.861365795135498,6.672601222991943,5.946346759796143,5.8115644454956055,5.856152534484863,5.817608833312988,2.9802322387695312e-08,-0.3097437620162964,-2.0280001163482666,-1.8522204160690308,6.307673454284668,6.2049983739852905
1.36328125,6.618561744689941,6.4985761642456055,6.861365795135498,6.661934852600098,5.905401706695557,5.801095485687256,5.830604076385498,5.794804573059082,2.9802322387695312e-08,-0.30448389053344727,-2.013000011444092,-1.8509459495544434,6.3039833307266235,6.18910276889801
1.38671875,6.54984188079834,6.478226661682129,6.782926559448242,6.6348724365234375,5.891925811767578,5.805888652801514,5.830604076385498,5.804728031158447,2.9802322387695312e-08,-0.3175647258758545,-1.996999979019165,-1.7857328653335571,6.2638245820999146,6.180928945541382
1.40625,6.618561744689941,6.476243019104004,6.881393909454346,6.638915061950684,5.7870774269104,5.784295082092285,5.7557373046875,5.783652305603027,2.9802322387695312e-08,-0.305031955242157,-1.9809999465942383,-1.8296968936920166,6.260692596435547,6.1707763671875
1.4296875,6.516245365142822,6.430045127868652,6.725783824920654,6.581489086151123,5.878533840179443,5.771307468414307,5.817943096160889,5.7737579345703125,2.9802322387695312e-08,-0.27327656745910645,-1.965999960899353,-1.7423206567764282,6.234626531600952,6.139149904251099
1.44921875,6.466765880584717,6.417979717254639,6.707045078277588,6.576521873474121,5.891925811767578,5.778045177459717,5.8433403968811035,5.780144214630127,2.9802322387695312e-08,-0.2970097064971924,-1.9499999284744263,-1.7113322019577026,6.227269291877747,6.138172745704651
1.46875,6.54984188079834,6.429011344909668,6.821816444396973,6.576981067657471,5.761655330657959,5.760075569152832,5.743511199951172,5.771866798400879,2.9802322387695312e-08,-0.258561909198761,-1.934000015258789,-1.7373284101486206,6.219206213951111,6.134483695030212
1.4921875,6.4831390380859375,6.380114555358887,6.670018196105957,6.533475399017334,5.851999759674072,5.720934867858887,5.743511199951172,5.7269086837768555,2.9802322387695312e-08,-0.25796395540237427,-1.9170000553131104,-1.7406792640686035,6.187167048454285,6.090358376502991
1.51171875,6.516245365142822,6.387211799621582,6.688457489013672,6.536155700683594,5.799903869628906,5.7170891761779785,5.743511199951172,5.733721733093262,2.9802322387695312e-08,-0.236833393573761,-1.9010000228881836,-1.7397756576538086,6.187029480934143,6.093544602394104
1.53125,6.499631404876709,6.366146087646484,6.615570068359375,6.512714385986328,5.761655330657959,5.692901611328125,5.731354236602783,5.712576389312744,2.9802322387695312e-08,-0.21089988946914673,-1.8869999647140503,-1.7290960550308228,6.1520527601242065,6.07108461856842
1.5546875,6.4505109786987305,6.357165813446045,6.670018196105957,6.510907173156738,5.7870774269104,5.687171936035156,5.743511199951172,5.7027130126953125,2.9802322387695312e-08,-0.21808284521102905,-1.8700000047683716,-1.7454859018325806,6.162779450416565,6.064489483833313
1.57421875,6.434372425079346,6.356614112854004,6.670018196105957,6.511706352233887,5.7870774269104,5.691707134246826,5.7557373046875,5.7022905349731445,2.9802322387695312e-08,-0.23891818523406982,-1.8550000190734863,-1.7118942737579346,6.161801338195801,6.065579533576965
1.59765625,6.402438640594482,6.338284015655518,6.633576393127441,6.498957633972168,5.761655330657959,5.661964416503906,5.64815616607666,5.675117492675781,2.9802322387695312e-08,-0.2224910855293274,-1.83899986743927,-1.7359888553619385,6.111456632614136,6.043580889701843
1.6171875,6.33990478515625,6.305264472961426,6.670018196105957,6.4831624031066895,5.736536026000977,5.660402297973633,5.636533737182617,5.650854587554932,2.9802322387695312e-08,-0.28139567375183105,-1.8240000009536743,-1.6959370374679565,6.09574818611145,6.02492094039917
